"cmdName","Description","Link","Authors","Letter"
"ppssampford","stata module to draw sample with probability proportionate to size, without replacement, using sampford's method","https://econpapers.repec.org/software/bocbocode/s457945.htm","`Jonathan Mendelson`","P"
"ppunit","rats procedure to perform phillips-perron unit root test","https://econpapers.repec.org/software/bocbocode/rts00160.htm","`Tom Doan`","P"
"pre","stata module to calculate the proportional reduction in errors accomplished by an estimated model","https://econpapers.repec.org/software/bocbocode/s449502.htm","`Paul Millar`","P"
"predcalc","stata module to calculate out-of-sample predictions for regression, logistic","https://econpapers.repec.org/software/bocbocode/s413201.htm","`Joanne M`.` Garrett`","P"
"predsurv","stata module to compute predicted survival to a specified time after streg","https://econpapers.repec.org/software/bocbocode/s458740.htm","`Roger Newson`","P"
"predxcat","stata module to calculate predicted means, medians, or proportions for nominal x's","https://econpapers.repec.org/software/bocbocode/s402601.htm","`Joanne M`.` Garrett`","P"
"predxcon","stata module to calculate predicted means, medians, or proportions for a continuous x variable","https://econpapers.repec.org/software/bocbocode/s402602.htm","`Joanne M`.` Garrett`","P"
"prepar","stata module to write code and data file needed to process variables in parscale","https://econpapers.repec.org/software/bocbocode/s456723.htm","`Laura Gibbons`","P"
"preparation","stata module to facilitate a one-by-one observation of varlist to make it easier to control data and labels","https://econpapers.repec.org/software/bocbocode/s457569.htm","`Johannes Blumenberg`","P"
"preserve_globals","stata module to preserve global macros","https://econpapers.repec.org/software/bocbocode/s459252.htm","`Daniel Klein`","P"
"press","sas routine to perform the press calculation in regression","https://econpapers.repec.org/software/bocbocode/z741503.htm","`Roger Goodwin`","P"
"pretrends","stata module to produce power calculations for pre-trends tests","https://econpapers.repec.org/software/bocbocode/s459205.htm","`Mauricio Caceres Bravo`,` Jonathan Roth`","P"
"pretty_suite","stata module with programs to aid with routine reporting for clinical trials","https://econpapers.repec.org/software/bocbocode/s459166.htm","`Rafael Gafoor`","P"
"prevent","stata module for computing aha 10-year and 30-year risk of cardiovascular disease--atherosclerotic and heart failure","https://econpapers.repec.org/software/bocbocode/s459343.htm","`Ariel Linden`","P"
"primes","stata module to generate prime numbers","https://econpapers.repec.org/software/bocbocode/s456504.htm","`Stanislav Kolenikov`","P"
"prinfactors","rats procedure to perform principal components-based factor analysis","https://econpapers.repec.org/software/bocbocode/rts00161.htm","`Tom Doan`","P"
"printgph","stata module to execute command for each matching file","https://econpapers.repec.org/software/bocbocode/s412402.htm","`Jan Brogger`","P"
"prjconditional","rats procedure to compute predicted probabilities for conditional logit model","https://econpapers.repec.org/software/bocbocode/rts00162.htm","`Tom Doan`","P"
"prjmultinomial","rats procedure to compute predicted probabilities for multinomial logit model","https://econpapers.repec.org/software/bocbocode/rts00163.htm","`Tom Doan`","P"
"probcalc","stata module to calculate probabilities for binomial, poisson, and normal distributions","https://econpapers.repec.org/software/bocbocode/s457344.htm","`Leif E`.` Peterson`","P"
"probexog-tobexog","stata modules to test exogeneity in probit/tobit","https://econpapers.repec.org/software/bocbocode/s401102.htm","`Christopher Baum`","P"
"probgenextval","stata module to estimate binary generalized extreme value (gev) models","https://econpapers.repec.org/software/bocbocode/s459020.htm","`Ibrahima Diallo`","P"
"probitfe","stata module to compute analytical and jackknife bias corrections for fixed effects estimators of panel probit models with individual and time effects","https://econpapers.repec.org/software/bocbocode/s458279.htm","`Mario Cruz`-`Gonzalez`,` Ivan Fernandez`-`Val`,` Martin Weidner`","P"
"probitiv","stata module to perform instrumental variables probit","https://econpapers.repec.org/software/bocbocode/s371401.htm","`Jonah Gelbach`","P"
"probitmiss","stata module for efficient probit estimation with partially missing covariates","https://econpapers.repec.org/software/bocbocode/s457309.htm","`Donal O`'`Neill`","P"
"prodest","stata module for production function estimation based on the control function approach","https://econpapers.repec.org/software/bocbocode/s458239.htm","`Gabriele Rovigatti`,` Vincenzo Mollisi`","P"
"prodvars","stata module to create product variables for two lists of input variables","https://econpapers.repec.org/software/bocbocode/s456952.htm","`Roger Newson`","P"
"prody","stata module to calculate factor intensity and sophistication indicators","https://econpapers.repec.org/software/bocbocode/s458329.htm","`Stephan Huber`","P"
"profhap","stata module to construct profile likelihood confidence intervals for haplotype analysis","https://econpapers.repec.org/software/bocbocode/s447701.htm","`Adrian Mander`","P"
"progres","stata module to measure distributive effects of an income tax","https://econpapers.repec.org/software/bocbocode/s456867.htm","`Andreas Peichl`,` Philippe Van Kerm`","P"
"project","stata module providing a set of tools to build and manage a stata project","https://econpapers.repec.org/software/bocbocode/s457685.htm","`Robert Picard`","P"
"prolist","stata module to list programs, help files, dialogs","https://econpapers.repec.org/software/bocbocode/s457673.htm","`Chamara Anuranga`","P"
"propcnsreg","stata module fitting a measurement model with causal indicators","https://econpapers.repec.org/software/bocbocode/s456858.htm","`Maarten Buis`","P"
"proprcspline","stata module for restricted cubic spline smoothing of proportions","https://econpapers.repec.org/software/bocbocode/s457062.htm","`Maarten Buis`","P"
"prosperity","stata module to compute shared prosperity convergence index","https://econpapers.repec.org/software/bocbocode/s457847.htm","`Oscar Barriga`-`Cabanillas`","P"
"prtab","stata module to compute precision-recall curves","https://econpapers.repec.org/software/bocbocode/s458554.htm","`Jonathan Cook`","P"
"prwe","stata module to calculate the prwe scores from your records","https://econpapers.repec.org/software/bocbocode/s457482.htm","`Monica Daigl`","P"
"psacalc","stata module to calculate treatment effects and relative degree of selection under proportional selection of observables and unobservables","https://econpapers.repec.org/software/bocbocode/s457677.htm","`Emily Oster`","P"
"psbayes","stata module to perform pseudo-bayes smoothing of cell estimates","https://econpapers.repec.org/software/bocbocode/s350002.htm","`Nicholas Cox`","P"
"psemail","stata module to send email from within stata for windows environment","https://econpapers.repec.org/software/bocbocode/s457606.htm","`Xuan Zhang`,` Dongliang Cui`,` Chuntao Li`","P"
"psestimate","stata module to estimate the propensity score proposed by imbens and rubin","https://econpapers.repec.org/software/bocbocode/s458179.htm","`Alvaro Carril`","P"
"pshare","stata module to compute and graph percentile shares","https://econpapers.repec.org/software/bocbocode/s458036.htm","`Ben Jann`","P"
"psidtools","stata module to facilitate access to panel study of income dynamics (psid)","https://econpapers.repec.org/software/bocbocode/s457951.htm","`Ulrich Kohler`","P"
"psiduse","stata module providing easy psid access","https://econpapers.repec.org/software/bocbocode/s457040.htm","`Ulrich Kohler`","P"
"psmatch2","stata module to perform full mahalanobis and propensity score matching, common support graphing, and covariate imbalance testing","https://econpapers.repec.org/software/bocbocode/s432001.htm","`Edwin Leuven`,` Barbara Sianesi`","P"
"pspline","stata module providing a penalized spline scatterplot smoother based on linear mixed model technology","https://econpapers.repec.org/software/bocbocode/s456972.htm","`Ben Jann`,` Roberto G`.` Gutierrez`","P"
"psreg","stata module for blocking with regression adjustments","https://econpapers.repec.org/software/bocbocode/s458857.htm","`Martina Bazzoli`,` Silvia De Poli`,` Daniela Piazzalunga`","P"
"pstrata","stata module for optimal propensity score stratification","https://econpapers.repec.org/software/bocbocode/s458232.htm","`Ariel Linden`","P"
"psweight","stata module to perform ipw- and cbps-type propensity score reweighting, with various extensions","https://econpapers.repec.org/software/bocbocode/s458657.htm","`Keith Kranker`","P"
"ptrend","stata module for trend analysis for proportions","https://econpapers.repec.org/software/bocbocode/s426101.htm","`Patrick Royston`","P"
"ptvtools","stata module contining various tools for ptv analysis","https://econpapers.repec.org/software/bocbocode/s457290.htm","`Lorenzo  De Sio`,` Mark Franklin`","P"
"pullin","stata module to run a many-to-one merge with a specific set of options","https://econpapers.repec.org/software/bocbocode/s459155.htm","`Tommy Morgan`","P"
"punaf","stata module to compute population attributable fractions for cohort studies","https://econpapers.repec.org/software/bocbocode/s457193.htm","`Roger Newson`","P"
"punafcc","stata module to compute population attributable fractions for case-control and survival studies","https://econpapers.repec.org/software/bocbocode/s457354.htm","`Roger Newson`","P"
"putdocxcrosstab","stata module to produce crosstabulations with putdocx","https://econpapers.repec.org/software/bocbocode/s458468.htm","`Jan Brogger`","P"
"putdocxfreqtable","stata module to produce frequency oneway tables with putdocx","https://econpapers.repec.org/software/bocbocode/s458464.htm","`Jan Brogger`","P"
"putwrap","stata module to simplify creation of putdocx and putpdf documents","https://econpapers.repec.org/software/bocbocode/s458443.htm","`Bill Rising`","P"
"pv","stata module to perform estimation with plausible values","https://econpapers.repec.org/software/bocbocode/s456951.htm","`Kevin Macdonald`","P"
"pvenn","stata module to create proportional venn diagram","https://econpapers.repec.org/software/bocbocode/s457368.htm","`Wenfeng Gong`,` Jan Ostermann`","P"
"pvfix","stata module to compute the present value of a series of equal payments (cash flows)","https://econpapers.repec.org/software/bocbocode/s457586.htm","`M`á`ximo Sangi`á`como`","P"
"pvvar","stata module to compute the present value of a series of payments (cash flows)","https://econpapers.repec.org/software/bocbocode/s457608.htm","`M`á`ximo Sangi`á`como`","P"
"pvw","stata module to perform predictive value weighting for covariate misclassification in logistic regression","https://econpapers.repec.org/software/bocbocode/s457825.htm","`Jonathan Bartlett`","P"
"pwcorr2","stata module to compute pairwise correlations and return results","https://econpapers.repec.org/software/bocbocode/s456985.htm","`Christopher Baum`","P"
"pwcorrf","stata module to compute pairwise correlations efficiently, with builtin reshape functionality","https://econpapers.repec.org/software/bocbocode/s458206.htm","`Jesse Wursten`","P"
"pwcorrs","stata module for enhanced correlation matrix","https://econpapers.repec.org/software/bocbocode/s376401.htm","`Fred Wolfe`","P"
"pwcorrw","stata module to print wide correlation matrix with significance indicators","https://econpapers.repec.org/software/bocbocode/s346501.htm","`Nicholas Cox`","P"
"pwcov","stata module to compute pairwise covariances","https://econpapers.repec.org/software/bocbocode/s456745.htm","`Christopher Baum`","P"
"pweibull","stata module to generate probability plot for data vs fitted weibull distribution","https://econpapers.repec.org/software/bocbocode/s343503.htm","`Nicholas Cox`","P"
"pwexp","stata module to fit piecewise exponential model","https://econpapers.repec.org/software/bocbocode/s458842.htm","`Allen Buxton`","P"
"pwlaw","stata module to test for power-law behavior","https://econpapers.repec.org/software/bocbocode/s459084.htm","`Carlos Urz`ú`a`","P"
"pwmc","stata module to compute pairwise multiple comparisons (unequal variances)","https://econpapers.repec.org/software/bocbocode/s457591.htm","`Daniel Klein`","P"
"pwploti","stata module to plot power curve for sample size and power calculation","https://econpapers.repec.org/software/bocbocode/s377701.htm","`Zhiqiang Wang`","P"
"pyconvertu","stata module to convert a string variable into a classification from the default or user-provided json file with the help of python 3","https://econpapers.repec.org/software/bocbocode/s458892.htm","`Ilya Bolotov`","P"
"pycptam","python module for constructing portfolios via two alternative methods","https://econpapers.repec.org/software/bocbocode/p00003.htm","`Alan Mustafa`,` Abdulnasser Hatemi`-`J`","P"
"pyddop","python module for determining the dimension of the optimal portfolio","https://econpapers.repec.org/software/bocbocode/p00004.htm","`Alan Mustafa`,` Abdulnasser Hatemi`-`J`","P"
"pyeocps","python module for the evaluation of options and calculation of the price sensitivities","https://econpapers.repec.org/software/bocbocode/p00001.htm","`Abdulnasser Hatemi`-`J`,` Alan Mustafa`","P"
"pyramid","stata tutorial for population pyramids","https://econpapers.repec.org/software/bocbocode/s376501.htm","`Jens Lauritsen`","P"
"pyramid_chart","stata module to generate a population pyramid chart","https://econpapers.repec.org/software/bocbocode/s459350.htm","`Mohammed Masudur Rahman`","P"
"pystacked","stata module for stacking generalization and machine learning in stata","https://econpapers.repec.org/software/bocbocode/s459115.htm","`Achim Ahrens`,` Christian Hansen`,` Mark Schaffer`","P"
"python","stata module for using the python language within stata","https://econpapers.repec.org/software/bocbocode/s457688.htm","`James Fiedler`","P"
"pzms","stata module to implement the placebo zone optimal model selection algorithm for regression discontinuity and kink designs","https://econpapers.repec.org/software/bocbocode/s459073.htm","`Nathan Kettlewell`,` Peter Siminski`","P"
"qap","stata module to perform quadratic assignment procedure","https://econpapers.repec.org/software/bocbocode/s457090.htm","`William Simpson`","Q"
"qbeta","stata module to generate quantile-quantile plot for data vs fitted beta distribution","https://econpapers.repec.org/software/bocbocode/s350703.htm","`Nicholas Cox`","Q"
"qbplot","stata module for quantile plot with box flavour","https://econpapers.repec.org/software/bocbocode/s459364.htm","`Nicholas Cox`","Q"
"qcm","stata module to implement quantile control method (qcm) via random forest","https://econpapers.repec.org/software/bocbocode/s459270.htm","`Guanpeng Yan`,` Qiang Chen`","Q"
"qconvert","stata module to convert a raw q-sort file into a new q-sort file which is ready for analysis by qfactor program","https://econpapers.repec.org/software/bocbocode/s458325.htm","`Noori Akhtar`-`Danesh`","Q"
"qcount","stata program to fit quantile regression models for count data","https://econpapers.repec.org/software/bocbocode/s456714.htm","`Alfonso Miranda`","Q"
"qenv","stata module to generate quantile envelopes for quantile-quantile plots","https://econpapers.repec.org/software/bocbocode/s457430.htm","`Maarten Buis`,` Nicholas Cox`","Q"
"qexp","stata module to produce quantile-quantile plot for data vs fitted exponential distribution","https://econpapers.repec.org/software/bocbocode/s357702.htm","`Nicholas Cox`","Q"
"qfactor","stata module to perform q-analysis on q-sorts using different factor extraction and factor rotation techniques","https://econpapers.repec.org/software/bocbocode/s458326.htm","`Noori Akhtar`-`Danesh`","Q"
"qgamma","stata module to generate quantile-quantile plot for data vs fitted gamma distribution","https://econpapers.repec.org/software/bocbocode/s336203.htm","`Nicholas Cox`","Q"
"qhapipf","stata module to perform analysis of quantitative traits using regression and log-linear modelling when phase is unknown","https://econpapers.repec.org/software/bocbocode/s425502.htm","`Adrian Mander`","Q"
"qic","stata module to compute model selection criterion in gee analyses","https://econpapers.repec.org/software/bocbocode/s456764.htm","`James Cui`","Q"
"qll","stata module to implement elliott-müller efficient test for general persistent time variation in regression coefficients","https://econpapers.repec.org/software/bocbocode/s456862.htm","`Christopher Baum`","Q"
"qlognorm","stata module for diagnostic plots for lognormal distribution","https://econpapers.repec.org/software/bocbocode/s426801.htm","`Nicholas Cox`","Q"
"qlqc15","stata module for scoring of the eortc qlq-c15-pal","https://econpapers.repec.org/software/bocbocode/s458284.htm","`Niels Henrik Bruun`","Q"
"qog","stata module to access the most recent release of the ""quality of government"" data","https://econpapers.repec.org/software/bocbocode/s457283.htm","`Christoph Thewes`","Q"
"qogbook","stata module to access quality of government codebooks","https://econpapers.repec.org/software/bocbocode/s457599.htm","`Richard Svensson`","Q"
"qpair","stata module to perform q-analysis on paired q-sorts using different factor extraction and factor rotation techniques","https://econpapers.repec.org/software/bocbocode/s458948.htm","`Noori Akhtar`-`Danesh`","Q"
"qpfit","stata module containing various quantile and probability plots for assessing distribution fit","https://econpapers.repec.org/software/bocbocode/s456827.htm","`Nicholas Cox`","Q"
"qqcompare","stata module to evaluate balance after matching using quantile-quantile plots","https://econpapers.repec.org/software/bocbocode/s458041.htm","`Sunil Mitra Kumar`","Q"
"qqplot2","stata module to produce quantile-quantile plot","https://econpapers.repec.org/software/bocbocode/s352902.htm","`Nicholas Cox`","Q"
"qqplot3","stata module to plot the unweighted and weighted quantiles of one variable against the corresponding quantiles of another","https://econpapers.repec.org/software/bocbocode/s457856.htm","`Ariel Linden`","Q"
"qqplotg","stata module to draw quantile-quantile plots, generalized to allow groups and plotting difference vs mean","https://econpapers.repec.org/software/bocbocode/s459152.htm","`Nicholas Cox`","Q"
"qqvalue","stata module to generate quasi-q-values by inverting multiple-test procedures","https://econpapers.repec.org/software/bocbocode/s457100.htm","`Roger Newson`","Q"
"qreg2","stata module to perform quantile regression with robust and clustered standard errors","https://econpapers.repec.org/software/bocbocode/s457369.htm","`Jos`é` Ant`ó`nio Machado`,` Paulo Parente`,` Jo`ã`o Santos Silva`","Q"
"qregpd","stata module to perform quantile regression for panel data","https://econpapers.repec.org/software/bocbocode/s458157.htm","`Matthew Baker`","Q"
"qregplot","stata module for plotting coefficients of a quantile regression","https://econpapers.repec.org/software/bocbocode/s458917.htm","`Fernando Rios`-`Avila`","Q"
"qregsel","stata module to estimate quantile regression corrected for sample selection","https://econpapers.repec.org/software/bocbocode/s458838.htm","`Ercio Mu`ñ`oz Saavedra`,` Mariel Siravegna`","Q"
"qrisk2cmd","stata module to run qrisk2 from within stata","https://econpapers.repec.org/software/bocbocode/s458237.htm","`Roger Newson`","Q"
"qrkd","stata module to estimate and produce robust inference for heterogeneous causal effects of a continuous treatment in quantile regression kink designs","https://econpapers.repec.org/software/bocbocode/s458783.htm","`Harold Chiang`,` Yuya Sasaki`","Q"
"qrowname","stata module to extract lists of quoted row and column names from a matrix","https://econpapers.repec.org/software/bocbocode/s429701.htm","`Roger Newson`","Q"
"qrprocess","stata module for quantile regression: fast algorithm, pointwise and uniform inference","https://econpapers.repec.org/software/bocbocode/s458763.htm","`Victor Chernozhukov`,` Ivan Fernandez`-`Val`,` Blaise Melly`","Q"
"qsim","stata module to produce variables for clarify routines","https://econpapers.repec.org/software/bocbocode/s427801.htm","`Fred Wolfe`","Q"
"qstat2","matlab function to compute ljung-box q statistic","https://econpapers.repec.org/software/bocbocode/t961403.htm","`Christopher Baum`","Q"
"qstat","matlab module to calculate ljung-box q statistic","https://econpapers.repec.org/software/bocbocode/t850803.htm","`Ludwig Kanzler`","Q"
"qsub","stata module to emulate a cluster environment using your desktop pc","https://econpapers.repec.org/software/bocbocode/s458366.htm","`Adrian Sayers`","Q"
"quadas","stata module to provide graphical depiction of quality assessment in diagnostic accuracy reviews","https://econpapers.repec.org/software/bocbocode/s457187.htm","`Ben Dwamena`","Q"
"quaidsce","stata module to estimate censored almost-ideal demand systems","https://econpapers.repec.org/software/bocbocode/s459029.htm","`Juan C`.` Caro`,` Grace Melo`,` Jos`é` Alberto Molina`,` Juan Carlos Salgado`","Q"
"qualtricsload","stata module to download survey results from qualtrics server and optionally convert to stata dataset","https://econpapers.repec.org/software/bocbocode/s458612.htm","`Nicholas Winter`","Q"
"quandl","stata module to obtain data from quandl using the quandl api","https://econpapers.repec.org/software/bocbocode/s457638.htm","`Felix Leung`","Q"
"quantil2","stata module to generate multivariate quantile plot","https://econpapers.repec.org/software/bocbocode/s337501.htm","`Nicholas Cox`","Q"
"quantilereg","matlab function to estimate quantile regression","https://econpapers.repec.org/software/bocbocode/t741504.htm","`Shapour Mohammadi`","Q"
"quantiles","stata module to categorize by quantiles","https://econpapers.repec.org/software/bocbocode/s456856.htm","`Rafael Osorio`","Q"
"quartimax","rats procedure to perform factor rotation using quartimax criterion","https://econpapers.repec.org/software/bocbocode/rts00166.htm","`Tom Doan`","Q"
"quickicc","stata module to compute intraclass correlation and standard error calculation after xtmixed","https://econpapers.repec.org/software/bocbocode/s457268.htm","`Eric Hedberg`","Q"
"quine","stata module providing a self-producing program","https://econpapers.repec.org/software/bocbocode/s457864.htm","`Matthew Baker`","Q"
"qv","stata module to compute quasi-variances","https://econpapers.repec.org/software/bocbocode/s457831.htm","`Aspen Chen`","Q"
"qweibull","stata module to generate quantile-quantile plot for data vs fitted weibull distribution","https://econpapers.repec.org/software/bocbocode/s343505.htm","`Nicholas Cox`","Q"
"r2_mz","stata module to compute mckelvey & zavoina's r2","https://econpapers.repec.org/software/bocbocode/s457399.htm","`Dirk Enzmann`","R"
"r2_nakagawa","stata module for computing nakagawa's r-squared statistic for multilevel mixed-effects linear regression","https://econpapers.repec.org/software/bocbocode/s459345.htm","`Daniel Klein`,` Ariel Linden`","R"
"r2c","stata module to compute several fit statistics for count data models","https://econpapers.repec.org/software/bocbocode/s457592.htm","`Joseph Luchman`","R"
"r2nlsur","stata module to perform overall system (nl-sur) system r2, adj. r2, f-test, and chi2-test","https://econpapers.repec.org/software/bocbocode/s457493.htm","`Emad Shehata`","R"
"r2o","stata module to calculate an ordinal explained variation statistic","https://econpapers.repec.org/software/bocbocode/s457189.htm","`Mike Lacy`","R"
"r2reg3","stata module to compute system r2, adj. r2, f-test, and chi2-test after reg3 or sureg","https://econpapers.repec.org/software/bocbocode/s457322.htm","`Emad Shehata`","R"
"r2sem","stata module to perform overall system structural equation modeling (sem) r2, adj. r2, f-test, and chi2-test","https://econpapers.repec.org/software/bocbocode/s457431.htm","`Emad Shehata`","R"
"r2var","stata module to compute (var) overall system r2, f-test, and chi2-test","https://econpapers.repec.org/software/bocbocode/s457792.htm","`Emad Shehata`,` Sahra Mickaiel`","R"
"r_ml_stata_cv","stata module to implement machine learning regression in stata","https://econpapers.repec.org/software/bocbocode/s459054.htm","`Giovanni Cerulli`","R"
"r_to_d","stata module for converting pearson's r to cohen's d","https://econpapers.repec.org/software/bocbocode/s458834.htm","`Ariel Linden`","R"
"radar","stata module to draw radar (spider) plots","https://econpapers.repec.org/software/bocbocode/s456829.htm","`Adrian Mander`","R"
"radf","stata module to calculate unit root tests for explosive behaviour","https://econpapers.repec.org/software/bocbocode/s458836.htm","`Jesus Otero`,` Christopher Baum`","R"
"radiusmatch","stata module to perform distance-weighted radius matching with bias adjustment","https://econpapers.repec.org/software/bocbocode/s457575.htm","`Martin Huber`,` Michael Lechner`,` Andreas Steinmayr`","R"
"raewma","stata module to plot the risk adjusted exponentially weighted moving average","https://econpapers.repec.org/software/bocbocode/s457775.htm","`Brent McSharry`","R"
"ralpha","stata module to generate pseudo-random characters or words","https://econpapers.repec.org/software/bocbocode/s457277.htm","`Eric Booth`","R"
"randcmd","stata module to compute randomization inference p-values","https://econpapers.repec.org/software/bocbocode/s458774.htm","`Alwyn Young`","R"
"randcmdci","stata module to produce robust randomization-t p-values and confidence intervals for regression coefficients","https://econpapers.repec.org/software/bocbocode/s459032.htm","`Alwyn Young`","R"
"randcoef","stata module to estimate correlated random effects and correlated random coefficients models","https://econpapers.repec.org/software/bocbocode/s458821.htm","`Oscar Barriga`-`Cabanillas`,` Jeffrey Michler`,` Aleksandr Michuda`,` Emilia Tjernstr`ö`m`","R"
"randinf","stata module to calculate the treatment effect and p-value of a stratified randomized controlled experiment","https://econpapers.repec.org/software/bocbocode/s458113.htm","`John Ternovski`","R"
"randomid","stata module to identify every observation in the dataset with random alphanumeric characters","https://econpapers.repec.org/software/bocbocode/s458114.htm","`Ra`ú`l Torres`","R"
"randomize","stata module to create random assignments for experimental trials, including blocking, balance checking, and automated rerandomization","https://econpapers.repec.org/software/bocbocode/s458028.htm","`Chris Kennedy`,` Christopher B`.` Mann`","R"
"randomizr","stata module to implement random assignment procedures","https://econpapers.repec.org/software/bocbocode/s458403.htm","`John Ternovski`,` Alex Coppock`","R"
"randomselect","stata module to randomly select and tag observations","https://econpapers.repec.org/software/bocbocode/s458200.htm","`Sean Higgins`","R"
"randomtag","stata module to draw observations without replacement","https://econpapers.repec.org/software/bocbocode/s457898.htm","`Robert Picard`","R"
"randtreat","stata module to randomly assign treatments uneven treatments and deal with misfits","https://econpapers.repec.org/software/bocbocode/s458106.htm","`Alvaro Carril`","R"
"randtreatseq","stata module for generating treatments in a random sequence for each individual in the sample","https://econpapers.repec.org/software/bocbocode/s458002.htm","`Ariel Linden`","R"
"rangejoin","stata module to form pairwise combinations if a key variable is within range","https://econpapers.repec.org/software/bocbocode/s458162.htm","`Robert Picard`","R"
"rangerun","stata module to run stata commands on observations within range","https://econpapers.repec.org/software/bocbocode/s458356.htm","`Robert Picard`,` Nicholas Cox`","R"
"rangestat","stata module to generate statistics using observations within range","https://econpapers.repec.org/software/bocbocode/s458161.htm","`Robert Picard`,` Nicholas Cox`,` Roberto Ferrer`","R"
"rankseg","stata module to compute rank-order segregation measures with finite sample-bias correction","https://econpapers.repec.org/software/bocbocode/s458460.htm","`Sean F`.` Reardon`,` Joseph B`.` Townsend`","R"
"ranktest","stata module to test the rank of a matrix","https://econpapers.repec.org/software/bocbocode/s456865.htm","`Frank Kleibergen`,` Mark Schaffer`,` Frank Windmeijer`","R"
"ranmixture","rats procedure to perform random draws from a mixture of normals","https://econpapers.repec.org/software/bocbocode/rts00168.htm","`Tom Doan`","R"
"ranova","stata module to estimate single factor repeated measures anova","https://econpapers.repec.org/software/bocbocode/s341201.htm","`Joseph Hilbe`","R"
"ranvar","stata module to compute the random group variance estimator of the mean for survey data","https://econpapers.repec.org/software/bocbocode/s413401.htm","`Frauke Kreuter`","R"
"ras","stata module to implement biproportional scaling (ras) method","https://econpapers.repec.org/software/bocbocode/s459025.htm","`P`.`S`.` Xia`","R"
"raschcvt","stata module to produce data in winsteps format","https://econpapers.repec.org/software/bocbocode/s423302.htm","`Fred Wolfe`","R"
"raschfit","stata module to implement the raschfit algorithm defined by hardouin and mesbah (2004)","https://econpapers.repec.org/software/bocbocode/s457644.htm","`Jean`-`Benoit Hardouin`","R"
"raschify","stata module to transform 1pl model estimates to rasch metric","https://econpapers.repec.org/software/bocbocode/s458508.htm","`Rafal Raciborski`","R"
"raschpower","stata module to estimate power of the wald test in order to compare the means of the latent trait in two groups of individuals","https://econpapers.repec.org/software/bocbocode/s457106.htm","`Jean`-`Benoit Hardouin`,` Myriam Blanchin`","R"
"raschtest","stata module to estimate parameters of the rasch model by cml, mml or gee","https://econpapers.repec.org/software/bocbocode/s439001.htm","`Jean`-`Benoit Hardouin`","R"
"raschtestv7","stata module to estimate parameters of the rasch model by cml, mml or gee (v7)","https://econpapers.repec.org/software/bocbocode/s439003.htm","`Jean`-`Benoit Hardouin`","R"
"rasprt","stata module to plot the risk adjusted sequential probability ratio test (+/- risk adjusted cusum)","https://econpapers.repec.org/software/bocbocode/s457776.htm","`Brent McSharry`","R"
"rassign","stata module to perform regression-based test for random assignment to peer groups","https://econpapers.repec.org/software/bocbocode/s458754.htm","`Koen Jochmans`,` Vincenzo Verardi`","R"
"ratio_plot","stata module to plot ratios and confidence intervals of specified variables","https://econpapers.repec.org/software/bocbocode/s459312.htm","`Kabira Namit`,` Zaeen  de Souza`","R"
"rats program to calculate optimal portfolios","rats program to calculate optimal portfolios","https://econpapers.repec.org/software/bocbocode/rtz00135.htm","`Tom Doan`","R"
"rats program to demonstate robust estimation techniques in a linear model","rats program to demonstate robust estimation techniques in a linear model","https://econpapers.repec.org/software/bocbocode/rtz00143.htm","`Tom Doan`","R"
"rats program to demonstrate arellano-bond estimator for dynamic panel model","rats program to demonstrate arellano-bond estimator for dynamic panel model","https://econpapers.repec.org/software/bocbocode/rtz00005.htm","`Tom Doan`","R"
"rats program to demonstrate bai, lumsdaine, stock common breaks in var","rats program to demonstrate bai, lumsdaine, stock common breaks in var","https://econpapers.repec.org/software/bocbocode/rtz00171.htm","`Tom Doan`","R"
"rats program to demonstrate bayesian var estimation","rats program to demonstrate bayesian var estimation","https://econpapers.repec.org/software/bocbocode/rtz00030.htm","`Tom Doan`","R"
"rats program to demonstrate block causality tests in a var","rats program to demonstrate block causality tests in a var","https://econpapers.repec.org/software/bocbocode/rtz00165.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping applied to granger causality test","rats program to demonstrate bootstrapping applied to granger causality test","https://econpapers.repec.org/software/bocbocode/rtz00075.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping on a multivariate garch model","rats program to demonstrate bootstrapping on a multivariate garch model","https://econpapers.repec.org/software/bocbocode/rtz00179.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping spectral density estimates","rats program to demonstrate bootstrapping spectral density estimates","https://econpapers.repec.org/software/bocbocode/rtz00023.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping with a garch model","rats program to demonstrate bootstrapping with a garch model","https://econpapers.repec.org/software/bocbocode/rtz00064.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping with a var","rats program to demonstrate bootstrapping with a var","https://econpapers.repec.org/software/bocbocode/rtz00024.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping with a vecm","rats program to demonstrate bootstrapping with a vecm","https://econpapers.repec.org/software/bocbocode/rtz00025.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping with an arma model","rats program to demonstrate bootstrapping with an arma model","https://econpapers.repec.org/software/bocbocode/rtz00020.htm","`Tom Doan`","R"
"rats program to demonstrate bootstrapping with an e-garch model","rats program to demonstrate bootstrapping with an e-garch model","https://econpapers.repec.org/software/bocbocode/rtz00175.htm","`Tom Doan`","R"
