"cmdName","Description","Link","Authors","Letter"
"susoapi","stata module to provide survey solutions api client class for stata","https://econpapers.repec.org/software/bocbocode/s458933.htm","`Sergiy Radyakin`","S"
"sutex2","stata module to produce latex tables for summary statistics","https://econpapers.repec.org/software/bocbocode/s457746.htm","`Francesco Scervini`","S"
"sutex","stata module to latex code for summary statistics tables","https://econpapers.repec.org/software/bocbocode/s420102.htm","`Antoine Terracol`","S"
"svalue","stata module for computing and graphically displaying s-values against their respective p-values","https://econpapers.repec.org/software/bocbocode/s458650.htm","`Ariel Linden`","S"
"svarsirf","stata module to compute structural impulse response function after svar","https://econpapers.repec.org/software/bocbocode/s458060.htm","`Gregorio Impavido`","S"
"svcom","stata module to save calculations and estimations in parallel log file","https://econpapers.repec.org/software/bocbocode/s458555.htm","`Dennis Lund Hansen`","S"
"svmachines","stata module providing support vector machines for both classification and regression","https://econpapers.repec.org/software/bocbocode/s458564.htm","`Nick Guenther`,` Matthias Schonlau`","S"
"svmatf","stata module to save a matrix to a file","https://econpapers.repec.org/software/bocbocode/s413601.htm","`Jan Brogger`","S"
"svr","stata module to compute estimates with survey replication (svr) based standard errors","https://econpapers.repec.org/software/bocbocode/s427502.htm","`Nicholas Winter`","S"
"svret","stata module to save returned results to your dataset","https://econpapers.repec.org/software/bocbocode/s457006.htm","`Julian Reif`","S"
"svtxt","stata module to store text in a parallel log file","https://econpapers.repec.org/software/bocbocode/s458556a.htm","`Dennis Lund Hansen`","S"
"svvarlbl","stata module to save variable labels to a file","https://econpapers.repec.org/software/bocbocode/s400103.htm","`Desmond E`.` Williams`","S"
"svybsamp2","stata module to perform re-sampling for complex survey data","https://econpapers.repec.org/software/bocbocode/s454902.htm","`Rafael De Hoyos`","S"
"svycanon","stata module to assess the statistical significance of the canonical correlations incorporating complex survey design factors","https://econpapers.repec.org/software/bocbocode/s459279.htm","`Raul Cruz`","S"
"svygei_svyatk","stata module to derive the sampling variances of generalized entropy and atkinson inequality indices when estimated from complex survey data","https://econpapers.repec.org/software/bocbocode/s453601.htm","`Stephen Jenkins`,` Martin Biewen`","S"
"svylorenz","stata module to derive distribution-free variance estimates from complex survey data, of quantile group shares of a total, cumulative quantile group shares","https://econpapers.repec.org/software/bocbocode/s456602.htm","`Stephen Jenkins`","S"
"svypxcat","stata module to calculate predicted means or proportions for nominal x's for survey data","https://econpapers.repec.org/software/bocbocode/s449902.htm","`Joanne M`.` Garrett`","S"
"svypxcon","stata module to calculate predicted means or proportions for a continuous x variable for survey data","https://econpapers.repec.org/software/bocbocode/s449901.htm","`Joanne M`.` Garrett`","S"
"svysampsi","stata module to calculate sample size for a simple random survey with a dichotomous outcome","https://econpapers.repec.org/software/bocbocode/s457755.htm","`Ariel Linden`","S"
"svysd","stata module to compute pooled standard deviation weighted by within-group sample size","https://econpapers.repec.org/software/bocbocode/s458781.htm","`Brian Shaw`","S"
"svyselmlog","stata module to compute selectivity adjustment based on the multinomial logit for survey design","https://econpapers.repec.org/software/bocbocode/s454901.htm","`Rafael De Hoyos`","S"
"svytabs","stata module to create tables for export combining multiple survey tabulations","https://econpapers.repec.org/software/bocbocode/s418301.htm","`Michael Blasnik`","S"
"swain","stata module to correct the sem chi-square overidentification test in small sample sizes or complex models","https://econpapers.repec.org/software/bocbocode/s457617.htm","`John Antonakis`,` Nicolas Bastardoz`","S"
"swamy","rats procedure to compute a gls matrix weighted estimator for a panel data set","https://econpapers.repec.org/software/bocbocode/rts00206.htm","`Tom Doan`","S"
"swapval","stata module for swapping values of two variables","https://econpapers.repec.org/software/bocbocode/s396901.htm","`Nicholas Cox`","S"
"swblock","stata module to perform parsimonious model selection in haplotype analysis","https://econpapers.repec.org/software/bocbocode/s438903.htm","`Adrian Mander`","S"
"swboot","stata module to bootstrap stepwise linear or logistic regression models","https://econpapers.repec.org/software/bocbocode/s415601.htm","`Joanne M`.` Garrett`","S"
"swdols","rats procedure to estimate cointegrating vectors using dynamic ols","https://econpapers.repec.org/software/bocbocode/rts00207.htm","`Tom Doan`","S"
"swindex","stata module to create a standardized weighted index of multiple indicator variables","https://econpapers.repec.org/software/bocbocode/s458912.htm","`Benjamin Schwab`,` Sarah Janzen`,` Nicholas Magnan`,` William M`.` Thompson`","S"
"switch","stata module to evaluate a given value against possible cases and their corresponding values","https://econpapers.repec.org/software/bocbocode/s457020.htm","`Rodrigo Martell`","S"
"switchoprobit","stata module to estimate a switching regression for a binary endogenous treatment and ordered outcome","https://econpapers.repec.org/software/bocbocode/s457906.htm","`Christian Gregory`","S"
"switchoprobitsim","stata module to estimate a switching regression for a binary endogenous treatment and ordered outcome using a latent factor structure","https://econpapers.repec.org/software/bocbocode/s457907.htm","`Christian Gregory`","S"
"switchr","stata module to estimate switching regression models","https://econpapers.repec.org/software/bocbocode/s345201.htm","`Fred Zimmerman`","S"
"swpermute","stata module to compute permutation tests for stepped-wedge cluster-randomised trials","https://econpapers.repec.org/software/bocbocode/s458426.htm","`Jennifer Thompson`","S"
"swtrends","rats procedure to test cointegration rank using common trends analysis","https://econpapers.repec.org/software/bocbocode/rts00208.htm","`Tom Doan`","S"
"sxpose2","stata module to transpose string and numeric variable dataset including variable names and labels","https://econpapers.repec.org/software/bocbocode/s458854.htm","`Stephan Huber`","S"
"sxpose","stata module to transpose string variable dataset","https://econpapers.repec.org/software/bocbocode/s446402.htm","`Nicholas Cox`","S"
"syncmrates","stata module to compute child mortality rates using synthetic cohort probabilities","https://econpapers.repec.org/software/bocbocode/s458149.htm","`Edoardo Masset`","S"
"synlight","stata module to highlight syntax in smcl and translate to html format","https://econpapers.repec.org/software/bocbocode/s457894.htm","`E`.`F`.` Haghish`","S"
"synth2","stata module to implement synthetic control method (scm) with placebo tests, robustness test and visualization","https://econpapers.repec.org/software/bocbocode/s459017.htm","`Guanpeng Yan`,` Qiang Chen`","S"
"synth","stata module to implement synthetic control methods for comparative case studies","https://econpapers.repec.org/software/bocbocode/s457334.htm","`Alberto Abadie`,` Alexis Diamond`,` Jens Hainmueller`","S"
"sysport","stata module to zip system directories for porting to another machine","https://econpapers.repec.org/software/bocbocode/s459022.htm","`Roger Newson`","S"
"t2docx","stata module to report mean comparison for variables between two groups with formatted table output in docx file","https://econpapers.repec.org/software/bocbocode/s458382.htm","`Chuntao Li`,` Zijian Li`,` Yuan Xue`","T"
"t2way5","stata module to perform tukey's two-way analysis by medians","https://econpapers.repec.org/software/bocbocode/s359001.htm","`Nicholas Cox`","T"
"tab2mat","stata module to produce a one-way table as a matrix","https://econpapers.repec.org/software/bocbocode/s458214.htm","`Loris P`.` Fagioli`","T"
"tab2way","stata module to handle two-way tables with percentages","https://econpapers.repec.org/software/bocbocode/s425302.htm","`Philip Ryan`","T"
"tab3way","stata module to handle three-way tables with percentages","https://econpapers.repec.org/software/bocbocode/s425301.htm","`Philip Ryan`","T"
"tab_chi","stata modules for tabulation of multiple variables in stata 8.2 or better","https://econpapers.repec.org/software/bocbocode/s368901.htm","`Nicholas Cox`","T"
"taba","stata module for tabulation of frequencies","https://econpapers.repec.org/software/bocbocode/s370001.htm","`Nicholas Cox`","T"
"tabcond","stata module to tabulate frequencies satisfying specified conditions","https://econpapers.repec.org/software/bocbocode/s429502.htm","`Nicholas Cox`","T"
"tabcount","stata module to tabulate frequencies, with zeros explicit","https://econpapers.repec.org/software/bocbocode/s429501.htm","`Nicholas Cox`","T"
"tabcusum","stata module to graph observed minus expected cusum vertically aligned with tabular cusum","https://econpapers.repec.org/software/bocbocode/s458418.htm","`Brent McSharry`","T"
"tabex","stata module to efficiently export tabulations to excel","https://econpapers.repec.org/software/bocbocode/s458123.htm","`Jack Jerome`","T"
"tabexport","stata module to export tables of summary statistics to text files","https://econpapers.repec.org/software/bocbocode/s456715.htm","`Nicholas Cox`","T"
"tabform","stata module to export tables of means, standard deviations to text file","https://econpapers.repec.org/software/bocbocode/s456773.htm","`Le Dang Trung`","T"
"tabhbar","stata module to show table of frequencies as horizontal bar chart","https://econpapers.repec.org/software/bocbocode/s376902.htm","`Nicholas Cox`","T"
"tabhplot","stata module to show table of frequencies as horizontal plot","https://econpapers.repec.org/software/bocbocode/s377403.htm","`Nicholas Cox`","T"
"tablab","stata module to autocrosstabulate a variable","https://econpapers.repec.org/software/bocbocode/s331001.htm","`Nicholas Cox`","T"
"table1","stata module to create ""table 1"" of baseline characteristics for a manuscript","https://econpapers.repec.org/software/bocbocode/s457730.htm","`Phil Clayton`","T"
"table1_mc","stata module to create ""table 1"" of baseline characteristics for a manuscript","https://econpapers.repec.org/software/bocbocode/s458351.htm","`Mark Chatfield`","T"
"tablecol","stata module to add column percentages to table command","https://econpapers.repec.org/software/bocbocode/s404801.htm","`Nicholas Winter`","T"
"tablemat","stata module to produce and export table of results in a matricial format","https://econpapers.repec.org/software/bocbocode/s456516.htm","`Amadou Diallo`","T"
"tablepc","stata module for percent calculation prior to table","https://econpapers.repec.org/software/bocbocode/s416501.htm","`Nicholas Cox`","T"
"tableplot","stata module giving graphical display in two-way table format","https://econpapers.repec.org/software/bocbocode/s437801.htm","`Nicholas Cox`","T"
"tabletutorial","stata module to provide tutorial on automated table generation and reporting with stata","https://econpapers.repec.org/software/bocbocode/s456977.htm","`Ben Jann`","T"
"tabmerge","stata module to tabulate report on merge","https://econpapers.repec.org/software/bocbocode/s424501.htm","`Nicholas Cox`","T"
"tabmult","stata module to produce multiple two-way tabulations","https://econpapers.repec.org/software/bocbocode/s457371.htm","`Minh Nguyen`","T"
"tabone","stata module for exporting single or multiple one-way tabulations into various formats","https://econpapers.repec.org/software/bocbocode/s457045.htm","`Roy Wada`","T"
"tabout","stata module to export publication quality cross-tabulations","https://econpapers.repec.org/software/bocbocode/s447101.htm","`Ian Watson`","T"
"tabplot","stata module to show table of frequencies as table of bars","https://econpapers.repec.org/software/bocbocode/s370601.htm","`Nicholas Cox`","T"
"tabsheet","stata module to rapidly output cross-tabular statistics to a tab-delimited file","https://econpapers.repec.org/software/bocbocode/s458128.htm","`Jonathan Mendelson`","T"
"tabstat2excel","stata module to export summary statistics generated from a tabstat command to an excel spreadsheet","https://econpapers.repec.org/software/bocbocode/s458652.htm","`Sara Ansari`,` Kabira Namit`,` Jonathan Seiden`","T"
"tabstatmat","stata module to save matrices saved by tabstat to single named matrix","https://econpapers.repec.org/software/bocbocode/s435001.htm","`Austin Nichols`","T"
"tabxml","stata module to save results in xml format for use in microsoft excel and openoffice calc","https://econpapers.repec.org/software/bocbocode/s457041.htm","`Richard Ryall`,` Jason Ferris`","T"
"tacts","stata module to provide a clinical trial simulator","https://econpapers.repec.org/software/bocbocode/s459074.htm","`Adrian Mander`","T"
"tail","stata module to print the tail observations (last observations in data set)","https://econpapers.repec.org/software/bocbocode/s458142.htm","`Sean Higgins`","T"
"takelogs","stata module to calculate logs of the data","https://econpapers.repec.org/software/bocbocode/s417005.htm","`Stanislav Kolenikov`","T"
"tar","rats procedure to estimate a threshold autoregression, tests for threshold effect","https://econpapers.repec.org/software/bocbocode/rts00209.htm","`Tom Doan`","T"
"tarow","stata module to tabulate each row against all others","https://econpapers.repec.org/software/bocbocode/s436301.htm","`Allen Buxton`","T"
"tcod","stata module to perform gloudemans' cod tolerance tests","https://econpapers.repec.org/software/bocbocode/s456735.htm","`Mamoun Benmamoun`","T"
"tddens","stata module to estimate and graph bivariate density with heat map","https://econpapers.repec.org/software/bocbocode/s457076.htm","`Austin Nichols`","T"
"tdicps","octave module to transform an integrated variable into cumulative partial sums for negative and positive components with deterministic trend parts","https://econpapers.repec.org/software/bocbocode/oct001.htm","`Abdulnasser Hatemi`-`J`,` Alan Mustafa`","T"
"tdpd","stata module to analyze third-degree price discrimination","https://econpapers.repec.org/software/bocbocode/s457554.htm","`Sylvain Weber`","T"
"ted","stata module to test stability of regression discontinuity models","https://econpapers.repec.org/software/bocbocode/s458199.htm","`Giovanni Cerulli`","T"
"ternary","stata module for trivariate plots","https://econpapers.repec.org/software/bocbocode/s459374.htm","`Asjad Naqvi`","T"
"tesensitivity","stata module for assessing sensitivity to the unconfoundedness assumption","https://econpapers.repec.org/software/bocbocode/s458896.htm","`Linqi Zhang`,` Paul Diegert`,` Matthew Masten`,` Alexandre Poirier`","T"
"testcase","stata module to provide a code-testing framework for mata","https://econpapers.repec.org/software/bocbocode/s457826.htm","`James Fiedler`","T"
"testex","stata module for a statistical test of the exclusion restriction of an instrumental variable (iv)","https://econpapers.repec.org/software/bocbocode/s459015.htm","`Xavier D`'`Haultfoeuille`,` Stefan Hoderlein`,` Yuya Sasaki`","T"
"testjfe","stata module to perform test for instrument validity in the judge fixed effects design","https://econpapers.repec.org/software/bocbocode/s458871.htm","`Brigham Frandsen`","T"
"testout","stata module to execute diagnostic testing of outliers","https://econpapers.repec.org/software/bocbocode/s459036.htm","`Yuya Sasaki`,` Yulong Wang`","T"
"tex2col","stata module to split text into columns","https://econpapers.repec.org/software/bocbocode/s457860.htm","`Santiago Garriga`","T"
"tex3pt","stata module to produce latex documents from estout with threeparttable","https://econpapers.repec.org/software/bocbocode/s457818.htm","`Derek Wolfson`","T"
"tex_equal","stata module to compare text files","https://econpapers.repec.org/software/bocbocode/s457876.htm","`Santiago Garriga`","T"
"texdoc","stata module to create a latex document including stata output","https://econpapers.repec.org/software/bocbocode/s457021.htm","`Ben Jann`","T"
"texify","stata module to compile a latex document","https://econpapers.repec.org/software/bocbocode/s457148.htm","`Roy Wada`","T"
"texmerge","stata module to merge many.tex files into one and then compile the final file to.pdf","https://econpapers.repec.org/software/bocbocode/s458294.htm","`Iain Snoddy`","T"
"texresults2","stata module to create external file of latex macros with results","https://econpapers.repec.org/software/bocbocode/s459240.htm","`Gabrielle Sorresso`","T"
"texresults","stata module to create external file of latex macros with results","https://econpapers.repec.org/software/bocbocode/s458334.htm","`Alvaro Carril`","T"
"texsave","stata module to save a dataset in latex format","https://econpapers.repec.org/software/bocbocode/s456974.htm","`Julian Reif`","T"
"textbarplot","stata module to produce horizontal text and bar plot","https://econpapers.repec.org/software/bocbocode/s456706.htm","`Nicholas Cox`","T"
"texteditors","stata module -- some notes on text editors for stata users","https://econpapers.repec.org/software/bocbocode/s423801.htm","`Nicholas Cox`","T"
"textfind","stata module to identify, analyze, and convert text entries into categorical data","https://econpapers.repec.org/software/bocbocode/s458633.htm","`Andre Assumpcao`","T"
"textgph","stata module to add strings of text to a graph","https://econpapers.repec.org/software/bocbocode/s429901.htm","`Nicholas Winter`","T"
"textpad","stata module to call textpad to edit a file","https://econpapers.repec.org/software/bocbocode/s457202.htm","`Roger Newson`","T"
"tfdiff","stata module to compute pre- and post-treatment estimation of the average treatment effect (ate) with fixed binary treatment","https://econpapers.repec.org/software/bocbocode/s458696.htm","`Giovanni Cerulli`","T"
"tfinsert","stata module to insert text into an open text file","https://econpapers.repec.org/software/bocbocode/s457794.htm","`Roger Newson`","T"
"tfr2","stata module to compute age-specific fertility rates (asfrs), total fertility rates (tfrs), fertility trends and rate ratios from birth histories","https://econpapers.repec.org/software/bocbocode/s457766.htm","`Bruno Schoumaker`","T"
"tfv","stata module to produce transformations of variables","https://econpapers.repec.org/software/bocbocode/s457809.htm","`Daniel Klein`","T"
"tgmixed","stata module to perform theil-goldberger mixed estimation of regression equation","https://econpapers.repec.org/software/bocbocode/s457307.htm","`Christopher Baum`","T"
"tgraph","stata module to plot graph with transformed axes","https://econpapers.repec.org/software/bocbocode/s414201.htm","`Patrick Royston`","T"
"theildeco","stata module to produce refined theil index decomposition by group and quantile","https://econpapers.repec.org/software/bocbocode/s458187.htm","`Tim Liao`","T"
"theilr2","stata module to compute theil r2 multicollinearity effect","https://econpapers.repec.org/software/bocbocode/s457420.htm","`Emad Shehata`","T"
"thinplate","stata module to calculate thin plate splines","https://econpapers.repec.org/software/bocbocode/s417003.htm","`Stanislav Kolenikov`","T"
"threshtest","rats procedure to perform hansen's test for threshold break","https://econpapers.repec.org/software/bocbocode/rts00210.htm","`Tom Doan`","T"
"thsearch","stata module to evaluate threshold search model for non-linear models based on information criterion","https://econpapers.repec.org/software/bocbocode/s458390.htm","`Ho Fai Chan`,` Brenda Gannon`,` David Harris`,` Mark Harris`","T"
"tictoc","stata module to provide simplified timer commands","https://econpapers.repec.org/software/bocbocode/s459101.htm","`Jan Kab`á`tek`","T"
"tidy","stata module to ease reshaping of data","https://econpapers.repec.org/software/bocbocode/s458370.htm","`Matthieu Gomez`","T"
"tihtest","stata module to test for time invariant unobserved heterogeneity in generalized linear models for panel data","https://econpapers.repec.org/software/bocbocode/s457676.htm","`Federico Belotti`","T"
"timeit","stata module to provide single line version of timer on/off","https://econpapers.repec.org/software/bocbocode/s458220.htm","`Jesse Wursten`","T"
"timestamp","stata module to obtain a unix timestamp and the current time of a user-specified timezone","https://econpapers.repec.org/software/bocbocode/s458182.htm","`Lars Zeigermann`","T"
"timeuse","stata module to facilitate the manipulation of diary-based time-use data","https://econpapers.repec.org/software/bocbocode/s459346.htm","`Juana Lamote  de Grignon P`é`rez`","T"
"titebeta","stata module to conduct toxicity monitoring for phase 2 (and 3) trials","https://econpapers.repec.org/software/bocbocode/s459217.htm","`E`.` Paul Wileyto`","T"
"title","stata module to create a title for logfiles","https://econpapers.repec.org/software/bocbocode/s412405.htm","`Jan Brogger`","T"
"tiva2023","stata module to manipulate the oecd tiva inter-country input-output tables database","https://econpapers.repec.org/software/bocbocode/s459276.htm","`Charles Cadestin`","T"
"tkdensity","stata module for univariate kernel density estimation with calculation on transformed scale","https://econpapers.repec.org/software/bocbocode/s457513.htm","`Nicholas Cox`","T"
"tknz","stata module to tokenize string into named macros","https://econpapers.repec.org/software/bocbocode/s426302.htm","`David C`.` Elliott`","T"
"tmap","stata module for simple thematic mapping","https://econpapers.repec.org/software/bocbocode/s448402.htm","`Maurizio Pisati`","T"
"tmpdir","stata module to indicate the directory stata is using for a temporary directory","https://econpapers.repec.org/software/bocbocode/s435506.htm","`Dan Blanchette`","T"
"tmpinv","stata module providing a non-iterated transaction matrix (tm)-specific implementation of the lpls estimator","https://econpapers.repec.org/software/bocbocode/s459131.htm","`Ilya Bolotov`","T"
"tmpinvi","stata module providing an iterated (multistep) transaction matrix (tm)-specific implementation of the lpls estimator","https://econpapers.repec.org/software/bocbocode/s459294.htm","`Ilya Bolotov`","T"
"tmpm2","stata module to implement trauma mortality prediction model using ais, icd-9 or icd-10 codes","https://econpapers.repec.org/software/bocbocode/s459133.htm","`Alan Cook`","T"
"tmpm","stata module to implement trauma mortality prediction model using ais, icd-9 or icd-10 codes","https://econpapers.repec.org/software/bocbocode/s457663.htm","`Alan Cook`","T"
"tobithetm","stata module to estimate tobit multiplicative heteroscedasticity regression","https://econpapers.repec.org/software/bocbocode/s457323.htm","`Emad Shehata`","T"
"tobitiv","stata module to perform instrumental variables tobit","https://econpapers.repec.org/software/bocbocode/s371402.htm","`Jonah Gelbach`","T"
"todate","stata module to generate stata date variables from run-together date variables","https://econpapers.repec.org/software/bocbocode/s418803.htm","`Nicholas Cox`","T"
"todummy","stata module to create dummy variables","https://econpapers.repec.org/software/bocbocode/s457174.htm","`Daniel Klein`","T"
"tolerance","stata module to calculate tolerance intervals (normal distribution)","https://econpapers.repec.org/software/bocbocode/s459009.htm","`Mark Chatfield`","T"
"tolong","stata module to provide a faster reshape long","https://econpapers.repec.org/software/bocbocode/s458753.htm","`Rafal Raciborski`","T"
"tolower","stata module to rename variables with lower case names","https://econpapers.repec.org/software/bocbocode/s389602.htm","`Nicholas Cox`","T"
"tomata","stata module to make vectors in mata of variables in stata","https://econpapers.repec.org/software/bocbocode/s456731.htm","`William Gould`","T"
"tomode","stata module to change values of a variable to mode(s)","https://econpapers.repec.org/software/bocbocode/s362601.htm","`Nicholas Cox`,` Fred Wolfe`","T"
"torats","stata module to facilitate transfer of data to rats","https://econpapers.repec.org/software/bocbocode/s361501.htm","`Christopher Baum`,` Nicholas Cox`","T"
"torumm","stata module to produce data in rumm format","https://econpapers.repec.org/software/bocbocode/s423301.htm","`Fred Wolfe`","T"
"tosql","stata module to transfer data to sql database","https://econpapers.repec.org/software/bocbocode/s417301.htm","`Christopher Baum`","T"
"touch","stata module to create a blank data file","https://econpapers.repec.org/software/bocbocode/s456904.htm","`Ari Friedman`","T"
"tpoisson","stata module to estimate truncated poisson regression","https://econpapers.repec.org/software/bocbocode/s457085.htm","`Joseph Hilbe`","T"
"tpred","stata module to generate predictions from tobit model","https://econpapers.repec.org/software/bocbocode/s337601.htm","`William Gould`","T"
"tpvar","stata module to generate turning-point variable for graphics labelling","https://econpapers.repec.org/software/bocbocode/s345803.htm","`Nicholas Cox`","T"
"tr","stata module providing prefix command to trace program execution","https://econpapers.repec.org/software/bocbocode/s457008.htm","`Ben Jann`","T"
"traces","stata module to display traces of items","https://econpapers.repec.org/software/bocbocode/s450901.htm","`Jean`-`Benoit Hardouin`","T"
"trackobs","stata module to keep a record of the number of observations in the current dataset","https://econpapers.repec.org/software/bocbocode/s458500.htm","`Daniel Klein`","T"
"transint","stata help files for transformations","https://econpapers.repec.org/software/bocbocode/s370102.htm","`Nicholas Cox`","T"
"translog","stata module to create new variables for a translog function","https://econpapers.repec.org/software/bocbocode/s458318.htm","`Kerry Du`","T"
"transplot","stata module producing plots for trying out transformations","https://econpapers.repec.org/software/bocbocode/s458804.htm","`Nicholas Cox`","T"
"traveltime","stata module to generate travel time and travel distance information","https://econpapers.repec.org/software/bocbocode/s457449.htm","`Adam Ozimek`,` Daniel Miles`","T"
"treatoprobit","stata module to estimate a treatment effects model for a binary endogenous treatment on an ordered outcome","https://econpapers.repec.org/software/bocbocode/s457813.htm","`Christian Gregory`","T"
"treatoprobitsim","stata module to estimate a treatment effects model for a binary endogenous outcome and ordered outcome using a latent factor structure","https://econpapers.repec.org/software/bocbocode/s457905.htm","`Christian Gregory`","T"
"treatrew","stata module to estimate average treatment effects by reweighting on propensity score","https://econpapers.repec.org/software/bocbocode/s457559.htm","`Giovanni Cerulli`","T"
"tree","stata module to model decision trees","https://econpapers.repec.org/software/bocbocode/s459213.htm","`David Kantor`","T"
"treecluster","stata module for plotting clustered trees","https://econpapers.repec.org/software/bocbocode/s459165.htm","`Asjad Naqvi`","T"
"treemap","stata module for treemaps","https://econpapers.repec.org/software/bocbocode/s459123.htm","`Asjad Naqvi`","T"
"treeplot","stata module to graph a tree in stata","https://econpapers.repec.org/software/bocbocode/s459098.htm","`Giovanni Cerulli`","T"
"trellis","stata module to create a trellis graph","https://econpapers.repec.org/software/bocbocode/s450802.htm","`Adrian Mander`","T"
"trim_vars","stata module to trim blanks in a varlist","https://econpapers.repec.org/software/bocbocode/s459327.htm","`Kaifeng Deng`","T"
"trimap","stata module for trivariate maps","https://econpapers.repec.org/software/bocbocode/s459373.htm","`Asjad Naqvi`","T"
"trimlabs","stata module to trim variable labels","https://econpapers.repec.org/software/bocbocode/s458148.htm","`Johannes N`.` Blumenberg`","T"
"trimmean","stata module for trimmed means as descriptive or inferential statistics","https://econpapers.repec.org/software/bocbocode/s457593.htm","`Nicholas Cox`","T"
"trimplot","stata module for plots of trimmed means","https://econpapers.repec.org/software/bocbocode/s457594.htm","`Nicholas Cox`","T"
"trinary","stata module containing extensions to generate to implement three-way logic","https://econpapers.repec.org/software/bocbocode/s415701.htm","`David Kantor`","T"
"triplot","stata module to generate triangular plots","https://econpapers.repec.org/software/bocbocode/s342401.htm","`Nicholas Cox`","T"
"triprobit","stata module to estimate trivariate probit model using the ghk simulator","https://econpapers.repec.org/software/bocbocode/s424302.htm","`Antoine Terracol`","T"
"trnbin0","stata module to estimate zero-truncated negative binomial regression","https://econpapers.repec.org/software/bocbocode/s345401.htm","`Joseph Hilbe`","T"
"truecrypt","stata module to mount or dismount truecrypt volumes","https://econpapers.repec.org/software/bocbocode/s457544.htm","`Matthew White`","T"
"truernd","stata module to generate true random numbers","https://econpapers.repec.org/software/bocbocode/s457232.htm","`Sergiy Radyakin`","T"
"try","stata module to call a stata command repeatedly until it succeeds","https://econpapers.repec.org/software/bocbocode/s458929.htm","`Rafal Raciborski`","T"
"tryem","stata module to run all possible subset regressions","https://econpapers.repec.org/software/bocbocode/s364201.htm","`Al Feiveson`","T"
"tsaynltest","rats procedure to perform tsay test for neglected non-linearities","https://econpapers.repec.org/software/bocbocode/rts00212.htm","`Tom Doan`","T"
"tsaytest","rats procedure to perform tsay arranged regression test for threshold autoregression (tar)","https://econpapers.repec.org/software/bocbocode/rts00213.htm","`Tom Doan`","T"
"tscb","stata module to implement the two-stage cluster bootstrap estimator","https://econpapers.repec.org/software/bocbocode/s459288.htm","`Daniel Paila`ñ`ir`,` Damian Clarke`","T"
"tscollap","stata module to compact timeseries into dataset of means, sums, end-of-period values","https://econpapers.repec.org/software/bocbocode/s412101.htm","`Christopher Baum`","T"
"tsecctest","rats procedure to perform tse test for constant correlation in mv-garch model","https://econpapers.repec.org/software/bocbocode/rts00214.htm","`Tom Doan`","T"
"tsegen","stata module to call an egen function using a time-series varlist","https://econpapers.repec.org/software/bocbocode/s458008.htm","`Robert Picard`,` Nicholas Cox`","T"
"tsgraph","stata module to produce time series line graph","https://econpapers.repec.org/software/bocbocode/s418901.htm","`Nicholas Cox`,` Christopher Baum`","T"
"tslist","stata module to list time series data","https://econpapers.repec.org/software/bocbocode/s444701.htm","`Christopher Baum`,` Michael Hanson`","T"
"tslstarmod","stata module to estimate a logistic smooth transition autoregressive regression (lstar) model for time series data","https://econpapers.repec.org/software/bocbocode/s458684.htm","`Ibrahima Diallo`","T"
"tsmktim","stata module to generate time-series calendar variable","https://econpapers.repec.org/software/bocbocode/s386701.htm","`Christopher Baum`,` Vince Wiggins`","T"
"tsplot","stata module to produce a time series plot","https://econpapers.repec.org/software/bocbocode/s365602.htm","`Aurelio Tobias`","T"
"tsspell","stata module for identification of spells or runs in time series","https://econpapers.repec.org/software/bocbocode/s426901.htm","`Nicholas Cox`","T"
"tstf","stata module to compute intervention time-series models","https://econpapers.repec.org/software/bocbocode/s458544.htm","`Nicola Orsini`,` Xing`-`Wu Zhou`","T"
"ttab","stata module to produce formatted tables with t-test for two-groups mean-comparison","https://econpapers.repec.org/software/bocbocode/s457675.htm","`Federico Belotti`","T"
"ttable2","stata module to produce mean comparison for many variables between two groups with formatted table output","https://econpapers.repec.org/software/bocbocode/s457587.htm","`Xuan Zhang`,` Chuntao Li`","T"
"ttable3","stata module to perform mean or median comparison","https://econpapers.repec.org/software/bocbocode/s458877.htm","`Yujun Lian`","T"
"tteir","stata module to prepare time-to-event data for incidence rates","https://econpapers.repec.org/software/bocbocode/s459192.htm","`Niels Henrik Bruun`","T"
"ttestex","stata module to perform t-tests and export the results to excel for multiple dependent and by multiple binary variables/across sub-samples","https://econpapers.repec.org/software/bocbocode/s459026.htm","`Annina Hittmeyer`","T"
"ttestplus","stata module to automate t-tests","https://econpapers.repec.org/software/bocbocode/s457395.htm","`Benjamin Daniels`","T"
"ttesttable","stata module to compute differences in means by groups including the t-test","https://econpapers.repec.org/software/bocbocode/s457401.htm","`Florian Wendelspiess Ch`á`vez Ju`á`rez`","T"
"tuples","stata module for selecting all possible tuples from a list","https://econpapers.repec.org/software/bocbocode/s456797.htm","`Joseph Luchman`,` Daniel Klein`,` Nicholas Cox`","T"
"turnbull","stata module to estimate the turnbull empirical distribution estimator of willingness to pay","https://econpapers.repec.org/software/bocbocode/s457125.htm","`Jo`ã`o Pedro Azevedo`","T"
"tvdiff","stata module to compute pre- and post-treatment estimation of the average treatment effect (ate) with binary time-varying treatment","https://econpapers.repec.org/software/bocbocode/s458384.htm","`Giovanni Cerulli`,` Marco Ventura`","T"
"tvgc","stata module to perform time-varying granger causality tests","https://econpapers.repec.org/software/bocbocode/s458916.htm","`Jesus Otero`,` Christopher Baum`,` Stan Hurn`","T"
